J,R,E,M,E_Num,algo,n_subtypes,mallows_temperature,kendalls_w,runtime,kendalls_tau,subtype_acc,stage_mae,mean_stage_healthy,runtime_cross_validation,absolute_error_n_subtypes,relative_error,correct_bool
726,0.21,sn_kjContinuousBeta_sigmoid,18,5,SuStaIn (GMM),3,0.1929954023867594,0.5959595959595959,4.839114662011465,0.17676767676767677,0.15809628189070374,1.3489655172413793,1.7152317880794703,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,18,5,SuStaIn (KDE),3,0.1929954023867594,0.5959595959595959,4.5720886071523035,0.3080808080808081,0.1193383551744373,2.3696551724137933,3.8675496688741724,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,19,5,BebmS,3,0.38955831929500523,0.8741258741258742,2.3557666460673015,0.196969696969697,0.022049167509369024,1.9655172413793103,0.052980132450331126,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,19,5,BebmS (Blind),3,0.38955831929500523,0.8741258741258742,2.9122112433115643,0.23737373737373738,-0.004822235858214313,2.0082758620689654,0.1456953642384106,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,19,5,Random Guessing,3,0.38955831929500523,0.8741258741258742,0.0,0.5252525252525252,0.0009001618245690246,4.256551724137931,6.337748344370861,,3.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,19,5,SuStaIn (GMM),3,0.38955831929500523,0.8741258741258742,4.86388099193573,0.40404040404040403,0.024176451605685663,1.9144827586206896,2.9271523178807946,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,19,5,SuStaIn (KDE),3,0.38955831929500523,0.8741258741258742,4.5893149693806965,0.3838383838383838,0.011043820023865994,2.4082758620689657,3.006622516556291,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,20,5,BebmS,3,0.306735129673904,0.43278943278943277,2.32104518810908,0.20707070707070707,0.6105437054942149,1.143646408839779,0.026490066225165563,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,20,5,BebmS (Blind),3,0.306735129673904,0.43278943278943277,2.8675119638442994,0.23737373737373738,0.5325527706409419,1.1035911602209945,0.033112582781456956,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,20,5,Random Guessing,3,0.306735129673904,0.43278943278943277,0.0,0.4444444444444445,0.00219993619706441,4.328729281767956,5.880794701986755,,2.0,100,100
